Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.03,ZIMSTAT_Prices Section_-,168.51,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.03,ZIMSTAT_Prices Section_-,160.1,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.03,ZIMSTAT_Prices Section_-,148.9,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.03,ZIMSTAT_Prices Section_-,151.33,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.03,ZIMSTAT_Prices Section_-,151.28,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.03,ZIMSTAT_Prices Section_-,146.3,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.04,ZIMSTAT_Prices Section_-,142.01,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.04,ZIMSTAT_Prices Section_-,146.07,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.04,ZIMSTAT_Prices Section_-,146.9,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.04,ZIMSTAT_Prices Section_-,147.78,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.04,ZIMSTAT_Prices Section_-,165.53,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.04,ZIMSTAT_Prices Section_-,160.65,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.04,ZIMSTAT_Prices Section_-,150.31,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.04,ZIMSTAT_Prices Section_-,157.65,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.04,ZIMSTAT_Prices Section_-,146.26,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.04,ZIMSTAT_Prices Section_-,149.97,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.05,ZIMSTAT_Prices Section_-,142.58,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.05,ZIMSTAT_Prices Section_-,148.45,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.05,ZIMSTAT_Prices Section_-,147.24,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.05,ZIMSTAT_Prices Section_-,151.08,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.05,ZIMSTAT_Prices Section_-,171.32,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.05,ZIMSTAT_Prices Section_-,162.49,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.05,ZIMSTAT_Prices Section_-,149.39,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.05,ZIMSTAT_Prices Section_-,162.06,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.05,ZIMSTAT_Prices Section_-,144.53,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.05,ZIMSTAT_Prices Section_-,147.15,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.06,ZIMSTAT_Prices Section_-,154.82,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.06,ZIMSTAT_Prices Section_-,163,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.06,ZIMSTAT_Prices Section_-,154.2,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.06,ZIMSTAT_Prices Section_-,158.73,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.06,ZIMSTAT_Prices Section_-,170.36,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.06,ZIMSTAT_Prices Section_-,167.48,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.06,ZIMSTAT_Prices Section_-,153.47,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.06,ZIMSTAT_Prices Section_-,161.79,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.06,ZIMSTAT_Prices Section_-,160.35,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.06,ZIMSTAT_Prices Section_-,155.69,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.08,ZIMSTAT_Prices Section_-,529.85,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.09,ZIMSTAT_Prices Section_-,505.35,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.1,ZIMSTAT_Prices Section_-,504.89,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.11,ZIMSTAT_Prices Section_-,510.9,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.12,ZIMSTAT_Prices Section_-,476.15,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.01,ZIMSTAT_Prices Section_-,500.3,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.02,ZIMSTAT_Prices Section_-,495.7,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.03,ZIMSTAT_Prices Section_-,479.06,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.04,ZIMSTAT_Prices Section_-,489.26,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.05,ZIMSTAT_Prices Section_-,480.77,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.06,ZIMSTAT_Prices Section_-,508.64,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.08,ZIMSTAT_Prices Section_-,419.36,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.08,ZIMSTAT_Prices Section_-,433.6,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.08,ZIMSTAT_Prices Section_-,476.04,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.08,ZIMSTAT_Prices Section_-,457.19,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.08,ZIMSTAT_Prices Section_-,518.87,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.08,ZIMSTAT_Prices Section_-,507.19,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.08,ZIMSTAT_Prices Section_-,466.55,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.08,ZIMSTAT_Prices Section_-,475.92,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.08,ZIMSTAT_Prices Section_-,498.2,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.09,ZIMSTAT_Prices Section_-,424.49,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.09,ZIMSTAT_Prices Section_-,454.02,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.09,ZIMSTAT_Prices Section_-,483.78,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.09,ZIMSTAT_Prices Section_-,454.36,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.09,ZIMSTAT_Prices Section_-,510.89,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.09,ZIMSTAT_Prices Section_-,515.48,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.09,ZIMSTAT_Prices Section_-,470.91,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.09,ZIMSTAT_Prices Section_-,462.6,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.09,ZIMSTAT_Prices Section_-,466.74,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.1,ZIMSTAT_Prices Section_-,411.19,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.1,ZIMSTAT_Prices Section_-,423.3,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.1,ZIMSTAT_Prices Section_-,487.83,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.1,ZIMSTAT_Prices Section_-,432.66,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.1,ZIMSTAT_Prices Section_-,483.77,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.1,ZIMSTAT_Prices Section_-,510.72,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.1,ZIMSTAT_Prices Section_-,460.74,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.1,ZIMSTAT_Prices Section_-,451.81,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.1,ZIMSTAT_Prices Section_-,464.71,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.11,ZIMSTAT_Prices Section_-,451.96,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.11,ZIMSTAT_Prices Section_-,427.06,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.11,ZIMSTAT_Prices Section_-,486.92,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.11,ZIMSTAT_Prices Section_-,439.21,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.11,ZIMSTAT_Prices Section_-,522.05,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.11,ZIMSTAT_Prices Section_-,512.49,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.11,ZIMSTAT_Prices Section_-,450.75,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.11,ZIMSTAT_Prices Section_-,457.8,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.11,ZIMSTAT_Prices Section_-,464.97,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.12,ZIMSTAT_Prices Section_-,452.29,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.12,ZIMSTAT_Prices Section_-,430.48,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.12,ZIMSTAT_Prices Section_-,485.82,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.12,ZIMSTAT_Prices Section_-,456.18,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.12,ZIMSTAT_Prices Section_-,507.53,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.12,ZIMSTAT_Prices Section_-,496.13,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.12,ZIMSTAT_Prices Section_-,440.76,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.12,ZIMSTAT_Prices Section_-,473.57,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.12,ZIMSTAT_Prices Section_-,455.41,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.01,ZIMSTAT_Prices Section_-,460.81,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.01,ZIMSTAT_Prices Section_-,482.58,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.01,ZIMSTAT_Prices Section_-,485.49,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.01,ZIMSTAT_Prices Section_-,481.68,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.01,ZIMSTAT_Prices Section_-,558.4,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.01,ZIMSTAT_Prices Section_-,539.68,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.01,ZIMSTAT_Prices Section_-,488.95,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.01,ZIMSTAT_Prices Section_-,501.04,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.01,ZIMSTAT_Prices Section_-,506.28,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.02,ZIMSTAT_Prices Section_-,489.33,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.02,ZIMSTAT_Prices Section_-,482.03,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.02,ZIMSTAT_Prices Section_-,493.29,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.02,ZIMSTAT_Prices Section_-,492.48,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.02,ZIMSTAT_Prices Section_-,582.58,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.02,ZIMSTAT_Prices Section_-,519.83,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.02,ZIMSTAT_Prices Section_-,503.92,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.02,ZIMSTAT_Prices Section_-,503.43,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.02,ZIMSTAT_Prices Section_-,503.12,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.03,ZIMSTAT_Prices Section_-,469.75,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.03,ZIMSTAT_Prices Section_-,476.29,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.03,ZIMSTAT_Prices Section_-,484.43,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.03,ZIMSTAT_Prices Section_-,487.98,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.03,ZIMSTAT_Prices Section_-,551.81,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.03,ZIMSTAT_Prices Section_-,524.26,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.03,ZIMSTAT_Prices Section_-,487.58,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.03,ZIMSTAT_Prices Section_-,495.53,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.03,ZIMSTAT_Prices Section_-,495.39,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.04,ZIMSTAT_Prices Section_-,463.28,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.04,ZIMSTAT_Prices Section_-,476.55,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.04,ZIMSTAT_Prices Section_-,479.24,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.04,ZIMSTAT_Prices Section_-,482.11,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.04,ZIMSTAT_Prices Section_-,540.02,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.04,ZIMSTAT_Prices Section_-,524.08,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.04,ZIMSTAT_Prices Section_-,490.37,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.04,ZIMSTAT_Prices Section_-,514.29,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.04,ZIMSTAT_Prices Section_-,477.16,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.05,ZIMSTAT_Prices Section_-,465.82,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.05,ZIMSTAT_Prices Section_-,484.99,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.05,ZIMSTAT_Prices Section_-,481.06,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.05,ZIMSTAT_Prices Section_-,493.61,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.05,ZIMSTAT_Prices Section_-,559.72,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.05,ZIMSTAT_Prices Section_-,530.86,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.05,ZIMSTAT_Prices Section_-,488.08,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.05,ZIMSTAT_Prices Section_-,529.46,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.05,ZIMSTAT_Prices Section_-,472.21,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.06,ZIMSTAT_Prices Section_-,505.82,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.06,ZIMSTAT_Prices Section_-,532.54,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.06,ZIMSTAT_Prices Section_-,503.78,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.06,ZIMSTAT_Prices Section_-,518.58,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.06,ZIMSTAT_Prices Section_-,556.59,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.06,ZIMSTAT_Prices Section_-,547.16,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.06,ZIMSTAT_Prices Section_-,501.41,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.06,ZIMSTAT_Prices Section_-,529.25,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.06,ZIMSTAT_Prices Section_-,523.89,
Total consumption poverty lines per person per month,US$,Total ,Harare,AFRZWE009,2010.08,ZIMSTAT_Prices Section_-,99.64,
